decision_id,timestamp_jst,symbol,model_name,model_version,market_regime,suggested_side,confidence,risk_level,entry_permission,signal_reason,risk_reason,rsi,ma_short,ma_long,final_decision
b2db73a8-7b28-4006-8622-fe124f0875a7,2026-06-01 13:05:00+09:00,USDJPY,rule_based_ai_stub,v0.1,downtrend,none,0.2,low,False,条件未達,取引許可,26.053646369199797,159.99487170897802,159.99694634373628,wait
f69812fc-0006-4789-952b-e0c90f29a2a1,2026-06-01 13:10:00+09:00,USDJPY,rule_based_ai_stub,v0.1,downtrend,none,0.2,low,False,条件未達,取引許可,26.833532037225993,159.99478134515198,159.99677126308362,wait
0b286caf-d6ac-4834-a0d2-0765c609de38,2026-06-01 13:15:00+09:00,USDJPY,rule_based_ai_stub,v0.1,downtrend,short,0.65,medium,True,短期MAが長期MAを下回り、RSIが許容範囲,取引許可,31.352314019310214,159.99466188415013,159.99659913585182,entry_candidate
a5f378a2-0f56-47cb-85ab-2c47752da444,2026-06-01 13:20:00+09:00,USDJPY,rule_based_ai_stub,v0.1,downtrend,short,0.65,medium,True,短期MAが長期MAを下回り、RSIが許容範囲,取引許可,33.69955641971134,159.99447165371924,159.9964326071053,entry_candidate
67ed6885-8e05-4d7d-b780-c7356ca75434,2026-06-01 13:25:00+09:00,USDJPY,rule_based_ai_stub,v0.1,downtrend,short,0.65,medium,True,短期MAが長期MAを下回り、RSIが許容範囲,取引許可,36.717223133558754,159.99430343868877,159.9962710355081,entry_candidate
4cd367a2-5a4b-4aff-9e0f-7ea7ede27ead,2026-06-01 13:30:00+09:00,USDJPY,rule_based_ai_stub,v0.1,downtrend,short,0.65,medium,True,短期MAが長期MAを下回り、RSIが許容範囲,取引許可,38.68528973104484,159.99419255604852,159.99614178097082,entry_candidate
cba7bf58-5103-47bd-85e3-0e9e5a2bc2bd,2026-06-01 13:35:00+09:00,USDJPY,rule_based_ai_stub,v0.1,downtrend,short,0.65,medium,True,短期MAが長期MAを下回り、RSIが許容範囲,取引許可,43.26847243904324,159.994143292599,159.99605158616393,entry_candidate
450c124a-bdeb-4441-8f40-a86b9ec05bad,2026-06-01 13:40:00+09:00,USDJPY,rule_based_ai_stub,v0.1,downtrend,short,0.65,medium,True,短期MAが長期MAを下回り、RSIが許容範囲,取引許可,40.39351744919508,159.99412599437287,159.99592297691882,entry_candidate
ccdbcedb-e84a-4b9d-8d70-6b2a962adbf3,2026-06-01 13:45:00+09:00,USDJPY,rule_based_ai_stub,v0.1,downtrend,short,0.65,medium,True,短期MAが長期MAを下回り、RSIが許容範囲,取引許可,40.36346236294835,159.99412922773834,159.99579297707243,entry_candidate
d197791f-0a08-45ea-8310-ba94dc9221f2,2026-06-01 13:50:00+09:00,USDJPY,rule_based_ai_stub,v0.1,downtrend,short,0.65,medium,True,短期MAが長期MAを下回り、RSIが許容範囲,取引許可,48.51502402079849,159.99417205621393,159.9956673728132,entry_candidate
ab9f4da8-37f8-4393-8f0f-b1a44cff446a,2026-06-01 13:55:00+09:00,USDJPY,rule_based_ai_stub,v0.1,downtrend,short,0.65,medium,True,短期MAが長期MAを下回り、RSIが許容範囲,取引許可,56.973117554430566,159.99421080583457,159.99558177344247,entry_candidate
57b65873-aa6b-4f3f-83c9-6e4ff31427a1,2026-06-01 14:00:00+09:00,USDJPY,rule_based_ai_stub,v0.1,downtrend,short,0.65,medium,True,短期MAが長期MAを下回り、RSIが許容範囲,取引許可,56.86847345633654,159.99420841582887,159.9954972608799,entry_candidate
3e41e23b-60b2-4e55-a7f2-caddf020bbec,2026-06-01 14:05:00+09:00,USDJPY,rule_based_ai_stub,v0.1,downtrend,short,0.65,medium,True,短期MAが長期MAを下回り、RSIが許容範囲,取引許可,50.78097342433141,159.99428489488204,159.9954078052912,entry_candidate
353be5f3-799d-4026-a847-bce232ce032b,2026-06-01 14:10:00+09:00,USDJPY,rule_based_ai_stub,v0.1,downtrend,short,0.65,medium,True,短期MAが長期MAを下回り、RSIが許容範囲,取引許可,43.412464896881524,159.9942898529881,159.99531909401253,entry_candidate
342ec7d9-5960-44bb-97a8-365e3fe92415,2026-06-01 14:15:00+09:00,USDJPY,rule_based_ai_stub,v0.1,downtrend,short,0.65,medium,True,短期MAが長期MAを下回り、RSIが許容範囲,取引許可,46.044488396078556,159.99425425487692,159.99520418432317,entry_candidate
d86ea09e-5b26-47f3-83f7-4a702540999e,2026-06-01 14:20:00+09:00,USDJPY,rule_based_ai_stub,v0.1,downtrend,short,0.65,medium,True,短期MAが長期MAを下回り、RSIが許容範囲,取引許可,48.723361846313566,159.99429312915692,159.9951128273757,entry_candidate
e42bbaa2-fcf0-4336-b935-341ad5228dc0,2026-06-01 14:25:00+09:00,USDJPY,rule_based_ai_stub,v0.1,downtrend,short,0.65,medium,True,短期MAが長期MAを下回り、RSIが許容範囲,取引許可,56.87189463467879,159.9943692316239,159.9950489359912,entry_candidate
d3575c0c-3d93-44e7-831e-9cf921d0ed16,2026-06-01 14:30:00+09:00,USDJPY,rule_based_ai_stub,v0.1,downtrend,none,0.2,low,False,条件未達,取引許可,60.2323835163442,159.99439018360866,159.99499387288154,wait
87d5f7bf-54db-4f65-9ec1-53fbc98f094e,2026-06-01 14:35:00+09:00,USDJPY,rule_based_ai_stub,v0.1,downtrend,none,0.2,low,False,条件未達,取引許可,61.698458172240926,159.99441474823234,159.9949246640171,wait
c8bf460b-7987-4d4a-b311-6a2360fda4c9,2026-06-01 14:40:00+09:00,USDJPY,rule_based_ai_stub,v0.1,downtrend,short,0.65,medium,True,短期MAが長期MAを下回り、RSIが許容範囲,取引許可,59.12435473178803,159.99449935553346,159.9948617073735,entry_candidate
2702172b-24ea-48df-99cd-c88ba1e2f657,2026-06-01 14:45:00+09:00,USDJPY,rule_based_ai_stub,v0.1,downtrend,short,0.65,medium,True,短期MAが長期MAを下回り、RSIが許容範囲,取引許可,51.250692211891824,159.99456716746565,159.99480562724946,entry_candidate
3e1fd7de-45df-4798-8f89-b26fed905d22,2026-06-01 14:50:00+09:00,USDJPY,rule_based_ai_stub,v0.1,downtrend,short,0.65,medium,True,短期MAが長期MAを下回り、RSIが許容範囲,取引許可,57.83915714967263,159.99463648600656,159.99474186130362,entry_candidate
99dd1040-e4d0-44d6-be8f-418c5144d78b,2026-06-01 14:55:00+09:00,USDJPY,rule_based_ai_stub,v0.1,uptrend,long,0.65,medium,True,短期MAが長期MAを上回り、RSIが許容範囲,取引許可,65.72480347533346,159.9947339291194,159.99472407669475,entry_candidate
691a2e8f-91b1-4d63-a6b7-7e0b5810bea8,2026-06-01 15:00:00+09:00,USDJPY,rule_based_ai_stub,v0.1,uptrend,long,0.65,medium,True,短期MAが長期MAを上回り、RSIが許容範囲,取引許可,64.4231643757578,159.99485353964218,159.9947022139253,entry_candidate
3ef73de0-14c0-4cab-8fa7-e04fc119fcb5,2026-06-01 15:05:00+09:00,USDJPY,rule_based_ai_stub,v0.1,uptrend,long,0.65,medium,True,短期MAが長期MAを上回り、RSIが許容範囲,取引許可,66.37852863206611,159.9950606652966,159.99473908971888,entry_candidate
66df2db9-554f-4071-aa7d-f71d480d720d,2026-06-01 15:10:00+09:00,USDJPY,rule_based_ai_stub,v0.1,uptrend,long,0.65,medium,True,短期MAが長期MAを上回り、RSIが許容範囲,取引許可,55.328764673155135,159.9951921204445,159.9947544395282,entry_candidate
95ce3545-4967-4736-a7bc-dc884305dcff,2026-06-01 15:15:00+09:00,USDJPY,rule_based_ai_stub,v0.1,uptrend,long,0.65,medium,True,短期MAが長期MAを上回り、RSIが許容範囲,取引許可,58.78887439644285,159.99542448104884,159.99478020669196,entry_candidate
dc0ea0ea-18b8-4f47-8997-acf555e69442,2026-06-01 15:20:00+09:00,USDJPY,rule_based_ai_stub,v0.1,uptrend,long,0.65,medium,True,短期MAが長期MAを上回り、RSIが許容範囲,取引許可,64.23709804669349,159.99562056771546,159.99479511686388,entry_candidate
d12a6fc9-132f-42ab-bc16-8ed3f52c5972,2026-06-01 15:25:00+09:00,USDJPY,rule_based_ai_stub,v0.1,uptrend,long,0.65,medium,True,短期MAが長期MAを上回り、RSIが許容範囲,取引許可,69.18615933705186,159.99573389201313,159.9948021874419,entry_candidate
5c7b4fe1-ad8b-446c-a0de-ab1f4e011e7b,2026-06-01 15:30:00+09:00,USDJPY,rule_based_ai_stub,v0.1,uptrend,long,0.65,medium,True,短期MAが長期MAを上回り、RSIが許容範囲,取引許可,67.15316957703095,159.99585540485572,159.99481271483762,entry_candidate
ba515b7e-3e38-4d59-b31a-820a2aed0d76,2026-06-01 15:35:00+09:00,USDJPY,rule_based_ai_stub,v0.1,uptrend,long,0.65,medium,True,短期MAが長期MAを上回り、RSIが許容範囲,取引許可,51.753130156409874,159.99582736260768,159.9947951344797,entry_candidate
e1200366-5439-478e-a48c-913e7a0af05e,2026-06-01 15:40:00+09:00,USDJPY,rule_based_ai_stub,v0.1,uptrend,long,0.65,medium,True,短期MAが長期MAを上回り、RSIが許容範囲,取引許可,51.09830499381124,159.995770254964,159.99479853495677,entry_candidate
fc1af2c0-ad15-46d7-b6ef-53989d265a74,2026-06-01 15:45:00+09:00,USDJPY,rule_based_ai_stub,v0.1,uptrend,long,0.65,medium,True,短期MAが長期MAを上回り、RSIが許容範囲,取引許可,48.23077935627719,159.99576325893662,159.99481988471354,entry_candidate
74b3b4c5-f0d7-4ed9-8bc8-0beb9bb14f3a,2026-06-01 15:50:00+09:00,USDJPY,rule_based_ai_stub,v0.1,uptrend,long,0.65,medium,True,短期MAが長期MAを上回り、RSIが許容範囲,取引許可,52.99086975733028,159.99581208783118,159.99487354335054,entry_candidate
d0418976-7e48-4cb2-9c6c-5f3057a71a64,2026-06-01 15:55:00+09:00,USDJPY,rule_based_ai_stub,v0.1,uptrend,long,0.65,medium,True,短期MAが長期MAを上回り、RSIが許容範囲,取引許可,53.550409139711114,159.99575810138654,159.99490094544683,entry_candidate
c6c25681-98a3-4f24-b3b1-efd61c08b594,2026-06-01 16:00:00+09:00,USDJPY,rule_based_ai_stub,v0.1,uptrend,long,0.65,medium,True,短期MAが長期MAを上回り、RSIが許容範囲,取引許可,48.72514243822831,159.9956654815637,159.99490914567824,entry_candidate
1637ecec-c608-4bf5-b481-1ed308fd5037,2026-06-01 16:05:00+09:00,USDJPY,rule_based_ai_stub,v0.1,uptrend,none,0.2,low,False,条件未達,取引許可,39.62503319124828,159.99546954170586,159.99493836729485,wait
75bad5cb-be82-4fa4-a1c2-c0af02fc3467,2026-06-01 16:10:00+09:00,USDJPY,rule_based_ai_stub,v0.1,uptrend,long,0.65,medium,True,短期MAが長期MAを上回り、RSIが許容範囲,取引許可,44.27307930604716,159.99545035920914,159.99497744421393,entry_candidate
847948bb-4bd6-4e20-87e8-419bcfece58b,2026-06-01 16:15:00+09:00,USDJPY,rule_based_ai_stub,v0.1,uptrend,none,0.2,low,False,条件未達,取引許可,38.03145458606491,159.99540651914268,159.99502841835613,wait
cfa0e44c-424c-4582-ba67-8c11f22c1c35,2026-06-01 16:20:00+09:00,USDJPY,rule_based_ai_stub,v0.1,uptrend,long,0.65,medium,True,短期MAが長期MAを上回り、RSIが許容範囲,取引許可,46.91803960332699,159.99533183871262,159.99508184519502,entry_candidate
c2c6d14d-9df3-438a-956b-816ecb216455,2026-06-01 16:25:00+09:00,USDJPY,rule_based_ai_stub,v0.1,uptrend,long,0.65,medium,True,短期MAが長期MAを上回り、RSIが許容範囲,取引許可,45.02093426571617,159.99529777202173,159.99513363188626,entry_candidate
460028d3-3282-4d7e-8877-593904633d6e,2026-06-01 16:30:00+09:00,USDJPY,rule_based_ai_stub,v0.1,uptrend,long,0.65,medium,True,短期MAが長期MAを上回り、RSIが許容範囲,取引許可,45.084718624416865,159.9952639711695,159.99516985321128,entry_candidate
19cb53d2-422a-44c7-867c-e8717e4c6eea,2026-06-01 16:35:00+09:00,USDJPY,rule_based_ai_stub,v0.1,uptrend,long,0.65,medium,True,短期MAが長期MAを上回り、RSIが許容範囲,取引許可,52.23410268577855,159.9953779810125,159.99520669728417,entry_candidate
d92da1a0-8636-43b4-9583-50a542d2709e,2026-06-01 16:40:00+09:00,USDJPY,rule_based_ai_stub,v0.1,uptrend,long,0.65,medium,True,短期MAが長期MAを上回り、RSIが許容範囲,取引許可,48.10546925700108,159.99546787179523,159.9952458274309,entry_candidate
43b195a0-914e-4746-97a4-95a9b2c72b1e,2026-06-01 16:45:00+09:00,USDJPY,rule_based_ai_stub,v0.1,uptrend,long,0.65,medium,True,短期MAが長期MAを上回り、RSIが許容範囲,取引許可,57.76580703216745,159.99552352384202,159.99528465008143,entry_candidate
f26ada1a-0b81-4fe0-a0e6-f97bca3b02cb,2026-06-01 16:50:00+09:00,USDJPY,rule_based_ai_stub,v0.1,uptrend,long,0.65,medium,True,短期MAが長期MAを上回り、RSIが許容範囲,取引許可,56.585359075152255,159.99548567577892,159.99531141653887,entry_candidate
c25a6b74-df32-49a7-8300-8a67504238b6,2026-06-01 16:55:00+09:00,USDJPY,rule_based_ai_stub,v0.1,uptrend,long,0.65,medium,True,短期MAが長期MAを上回り、RSIが許容範囲,取引許可,46.2715554513797,159.99540056547934,159.9952975319951,entry_candidate
12f3cdce-b526-4c70-8441-c626b3fa2e8a,2026-06-01 17:00:00+09:00,USDJPY,rule_based_ai_stub,v0.1,uptrend,none,0.2,low,False,条件未達,取引許可,38.648710310547514,159.99537068587375,159.99529656902655,wait
2f1304a4-e760-4117-865e-e3a6234e0038,2026-06-01 17:05:00+09:00,USDJPY,rule_based_ai_stub,v0.1,uptrend,long,0.65,medium,True,短期MAが長期MAを上回り、RSIが許容範囲,取引許可,43.1424706941759,159.99537894688396,159.9953030512955,entry_candidate
390c6a99-0822-43a8-93a0-e25fdfe3c3d5,2026-06-01 17:10:00+09:00,USDJPY,rule_based_ai_stub,v0.1,uptrend,long,0.65,medium,True,短期MAが長期MAを上回り、RSIが許容範囲,取引許可,47.96820170851867,159.9953416934611,159.99532805770494,entry_candidate
f6fb95b0-2688-475a-9bb1-f82744209d07,2026-06-01 17:15:00+09:00,USDJPY,rule_based_ai_stub,v0.1,downtrend,short,0.65,medium,True,短期MAが長期MAを下回り、RSIが許容範囲,取引許可,49.78128066277356,159.9952762731261,159.99536909110589,entry_candidate
27da1429-1a8e-4522-82c8-3965babca36d,2026-06-01 17:20:00+09:00,USDJPY,rule_based_ai_stub,v0.1,downtrend,short,0.65,medium,True,短期MAが長期MAを下回り、RSIが許容範囲,取引許可,34.328693531865866,159.9951665722642,159.99537299289742,entry_candidate
d208b24d-c8da-4b52-8a0e-5bae3413d6cd,2026-06-01 17:25:00+09:00,USDJPY,rule_based_ai_stub,v0.1,downtrend,none,0.2,low,False,条件未達,取引許可,29.515183731692133,159.99501017576452,159.99534727993313,wait
53c3994e-c8e1-4275-ba58-1a0597055031,2026-06-01 17:30:00+09:00,USDJPY,rule_based_ai_stub,v0.1,downtrend,short,0.65,medium,True,短期MAが長期MAを下回り、RSIが許容範囲,取引許可,30.260557662491095,159.9948317896615,159.9953170552289,entry_candidate
9e8b46ea-a0e6-4c9e-9dbf-a0531c339572,2026-06-01 17:35:00+09:00,USDJPY,rule_based_ai_stub,v0.1,downtrend,none,0.2,low,False,条件未達,取引許可,22.334674275296038,159.9945648574455,159.99525673368854,wait
1477da39-7cbb-452e-bf02-ee23189e2b6f,2026-06-01 17:40:00+09:00,USDJPY,rule_based_ai_stub,v0.1,downtrend,none,0.2,low,False,条件未達,取引許可,20.766526495568883,159.99432496359861,159.99518769678593,wait
09c2eeb7-72c8-4004-a235-795cec4bc07c,2026-06-01 17:45:00+09:00,USDJPY,rule_based_ai_stub,v0.1,downtrend,none,0.2,low,False,条件未達,取引許可,14.491099026691089,159.99412165540193,159.9951361460602,wait
9f16ab63-5ab1-44fd-b8e6-4c7482d1c566,2026-06-01 17:50:00+09:00,USDJPY,rule_based_ai_stub,v0.1,downtrend,short,0.65,medium,True,短期MAが長期MAを下回り、RSIが許容範囲,取引許可,35.176734828122036,159.99403226190793,159.995110008506,entry_candidate
73cd58f6-409e-4ff3-8030-69eb015a0ce3,2026-06-01 17:55:00+09:00,USDJPY,rule_based_ai_stub,v0.1,downtrend,short,0.65,medium,True,短期MAが長期MAを下回り、RSIが許容範囲,取引許可,38.01360812249119,159.994024773052,159.9950611466393,entry_candidate
c3ff2041-ca2a-4861-bbe0-8e2a120c8ef5,2026-06-01 18:00:00+09:00,USDJPY,rule_based_ai_stub,v0.1,downtrend,short,0.65,medium,True,短期MAが長期MAを下回り、RSIが許容範囲,取引許可,41.862152194610594,159.99401535570175,159.99501717437974,entry_candidate
e44ea20c-8404-4f7c-97c5-b11aa2100a26,2026-06-01 18:05:00+09:00,USDJPY,rule_based_ai_stub,v0.1,downtrend,short,0.65,medium,True,短期MAが長期MAを下回り、RSIが許容範囲,取引許可,50.49481058201083,159.99398916329207,159.99494588396064,entry_candidate
d7fbbc0c-fb3e-48b7-b882-43ed0c58cc26,2026-06-01 18:10:00+09:00,USDJPY,rule_based_ai_stub,v0.1,downtrend,short,0.65,medium,True,短期MAが長期MAを下回り、RSIが許容範囲,取引許可,37.0981750108682,159.99386677664882,159.9948862764397,entry_candidate
77472b9a-2a06-4082-be85-02dfb3ebf152,2026-06-01 18:15:00+09:00,USDJPY,rule_based_ai_stub,v0.1,downtrend,short,0.65,medium,True,短期MAが長期MAを下回り、RSIが許容範囲,取引許可,34.884746565839905,159.99375479366847,159.99481252864575,entry_candidate
07702c66-c720-422f-81fb-2421bf49f66c,2026-06-01 18:20:00+09:00,USDJPY,rule_based_ai_stub,v0.1,downtrend,short,0.65,medium,True,短期MAが長期MAを下回り、RSIが許容範囲,取引許可,35.327140842904086,159.99371659073572,159.99473833390417,entry_candidate
ee48419c-43dd-4dcc-9066-cf5cadca5e3e,2026-06-01 18:25:00+09:00,USDJPY,rule_based_ai_stub,v0.1,downtrend,short,0.65,medium,True,短期MAが長期MAを下回り、RSIが許容範囲,取引許可,51.52848415250739,159.99382258217472,159.99471017665365,entry_candidate
5ac1e749-6837-406d-a14c-29becdcbbf10,2026-06-01 18:30:00+09:00,USDJPY,rule_based_ai_stub,v0.1,downtrend,short,0.65,medium,True,短期MAが長期MAを下回り、RSIが許容範囲,取引許可,58.41475534954518,159.9939360912913,159.99467728404076,entry_candidate
23988087-1003-44d1-b76b-1db1556f9391,2026-06-01 18:35:00+09:00,USDJPY,rule_based_ai_stub,v0.1,downtrend,none,0.2,low,False,条件未達,取引許可,62.47744240135567,159.99410479163845,159.99468254336546,wait
f83e81fd-a4a1-4563-b61d-011aa9213775,2026-06-01 18:40:00+09:00,USDJPY,rule_based_ai_stub,v0.1,downtrend,none,0.2,low,False,条件未達,取引許可,64.67472148684257,159.99427982068272,159.99469088535886,wait
9f82f745-eca3-4b6b-9cdd-ee0845cf4b03,2026-06-01 18:45:00+09:00,USDJPY,rule_based_ai_stub,v0.1,downtrend,none,0.2,low,False,条件未達,取引許可,62.07756315943222,159.99437621328227,159.99467379750874,wait
0d445974-f9dc-4031-82c7-9ada69a3e47a,2026-06-01 18:50:00+09:00,USDJPY,rule_based_ai_stub,v0.1,downtrend,none,0.2,low,False,条件未達,取引許可,67.29978889611056,159.99443543772747,159.99465112513815,wait
27243c35-73e0-471c-ae20-1f8af3b44f0f,2026-06-01 18:55:00+09:00,USDJPY,rule_based_ai_stub,v0.1,downtrend,none,0.2,low,False,条件未達,取引許可,68.38455326485484,159.99452352993367,159.99464962282167,wait
0fda3153-3545-4b5e-b2c3-e69e80629707,2026-06-01 19:00:00+09:00,USDJPY,rule_based_ai_stub,v0.1,downtrend,none,0.2,low,False,条件未達,取引許可,64.69793696354417,159.9946382962177,159.9946747792644,wait
9d877fb6-941b-49dd-9d0b-3714476f7897,2026-06-01 19:05:00+09:00,USDJPY,rule_based_ai_stub,v0.1,uptrend,long,0.65,medium,True,短期MAが長期MAを上回り、RSIが許容範囲,取引許可,58.30666909488708,159.99471131542475,159.99469314186692,entry_candidate
27fdc922-b598-4a42-ae57-8205a82b1e09,2026-06-01 19:10:00+09:00,USDJPY,rule_based_ai_stub,v0.1,uptrend,long,0.65,medium,True,短期MAが長期MAを上回り、RSIが許容範囲,取引許可,62.555381728317336,159.99495041290814,159.99471962767268,entry_candidate
47d8451d-5ce1-4f38-84d7-835c2dcb5031,2026-06-01 19:15:00+09:00,USDJPY,rule_based_ai_stub,v0.1,uptrend,long,0.65,medium,True,短期MAが長期MAを上回り、RSIが許容範囲,取引許可,55.94730007251254,159.99512074353217,159.99471727010894,entry_candidate
e38cfa7b-f6a6-4bb9-8bdf-53470b33f1c1,2026-06-01 19:20:00+09:00,USDJPY,rule_based_ai_stub,v0.1,uptrend,long,0.65,medium,True,短期MAが長期MAを上回り、RSIが許容範囲,取引許可,67.7517714026124,159.99531740550034,159.9947335228334,entry_candidate
95c152e8-fff7-45d9-b821-6b6c1d4dab56,2026-06-01 19:25:00+09:00,USDJPY,rule_based_ai_stub,v0.1,uptrend,none,0.2,low,False,条件未達,取引許可,73.08747448759355,159.99550042814423,159.99477772869446,wait
49eb919d-0ab8-47c6-816a-70a07062d330,2026-06-01 19:30:00+09:00,USDJPY,rule_based_ai_stub,v0.1,uptrend,long,0.65,medium,True,短期MAが長期MAを上回り、RSIが許容範囲,取引許可,67.98724522889626,159.9956435420201,159.99480380765763,entry_candidate
a35642ae-8d06-4d52-a40a-e3cdbf99895b,2026-06-01 19:35:00+09:00,USDJPY,rule_based_ai_stub,v0.1,uptrend,long,0.65,medium,True,短期MAが長期MAを上回り、RSIが許容範囲,取引許可,58.595070847772774,159.99574326364237,159.9948043042421,entry_candidate
ad8bcf5a-6f2d-4144-887d-eba0c381d281,2026-06-01 19:40:00+09:00,USDJPY,rule_based_ai_stub,v0.1,uptrend,long,0.65,medium,True,短期MAが長期MAを上回り、RSIが許容範囲,取引許可,59.816465528249154,159.99584970342133,159.99481816256758,entry_candidate
b92f55d0-01a2-4b1a-aa14-6c3df4dabe91,2026-06-01 19:45:00+09:00,USDJPY,rule_based_ai_stub,v0.1,uptrend,long,0.65,medium,True,短期MAが長期MAを上回り、RSIが許容範囲,取引許可,56.47479579120595,159.99598940331953,159.9948290906679,entry_candidate
13c3820e-f676-432b-9503-2735759e102d,2026-06-01 19:50:00+09:00,USDJPY,rule_based_ai_stub,v0.1,uptrend,long,0.65,medium,True,短期MAが長期MAを上回り、RSIが許容範囲,取引許可,50.384129479806795,159.99599442890542,159.99482070951362,entry_candidate
3dd87182-32d5-4e6c-bcea-97ed177fa2d7,2026-06-01 19:55:00+09:00,USDJPY,rule_based_ai_stub,v0.1,uptrend,long,0.65,medium,True,短期MAが長期MAを上回り、RSIが許容範囲,取引許可,55.178085668963995,159.99596528598843,159.99483786299137,entry_candidate
8a27ff90-11ea-475f-a964-ed1f99c1faae,2026-06-01 20:00:00+09:00,USDJPY,rule_based_ai_stub,v0.1,uptrend,long,0.65,medium,True,短期MAが長期MAを上回り、RSIが許容範囲,取引許可,46.660807201246584,159.99584347628837,159.99483237606924,entry_candidate
e011ddd9-0a06-4737-8bf2-e26476afde0a,2026-06-01 20:05:00+09:00,USDJPY,rule_based_ai_stub,v0.1,uptrend,long,0.65,medium,True,短期MAが長期MAを上回り、RSIが許容範囲,取引許可,45.4822790126655,159.9957908155826,159.99483043143314,entry_candidate
3e741c52-f909-435c-ba59-299010e5a870,2026-06-01 20:10:00+09:00,USDJPY,rule_based_ai_stub,v0.1,uptrend,none,0.2,low,False,条件未達,取引許可,38.778065921590056,159.99562204394957,159.99481307783552,wait
b87dee56-f304-4e5a-8a00-b53496676e26,2026-06-01 20:15:00+09:00,USDJPY,rule_based_ai_stub,v0.1,uptrend,long,0.65,medium,True,短期MAが長期MAを上回り、RSIが許容範囲,取引許可,48.54347243534796,159.99560086158993,159.9948254662635,entry_candidate
